368,대치2동 주민센터,02-3423-8420,서울특별시 강남구 영동대로65길 24
369,대치4동 주민센터,02-3423-8520,서울특별시 강남구 도곡로77길 23
370,신사동 주민센터,02-3423-7320,서울특별시 강남구 압구정로 128
371,논현1동 주민센터,02-3423-7420,서울특별시 강남구 학동로20길 25
372,논현2동 주민센터,02-3423-7520,서울특별시 강남구 학동로43길 17
373,압구정동 주민센터,02-3423-7620,서울특별시 강남구 압구정로33길 48
374,세곡동 주민센터,02-3423-8670,서울특별시 강남구 밤고개로 286
375,일원1동 주민센터,02-3423-8370,서울특별시 강남구 양재대로55길 14
376,일원본동 주민센터,02-3423-8270,서울특별시 강남구 광평로 126
377,수서동 주민센터,02-3423-8570,서울특별시 강남구 광평로 301-4
378,도곡1동 주민센터,02-3423-7470,서울특별시 강남구 도곡로18길 57
379,도곡2동 주민센터,02-3423-7570,서울특별시 강남구 남부순환로378길 34-9
380,잠실2동 주민센터,02-2147-4630,서울특별시 송파구 올림픽로 159
381,잠실3동 주민센터,02-2147-4660,서울특별시 송파구 잠실로 51-31
382,잠실7동 주민센터,02-2147-4750,서울특별시 송파구 올림픽로4길 17
383,잠실본동 주민센터,02-2147-4600,서울특별시 송파구 백제고분로15길 9
384,잠실4동 주민센터,02-2147-4690,서울특별시 송파구 올림픽로35길 16
385,잠실6동 주민센터,02-2147-4720,서울특별시 송파구 올림픽로35길 120
386,풍납1동 주민센터,02-2147-4000,서울특별시 송파구 천호대로152길 7
387,풍납2동 주민센터,02-2147-4030,서울특별시 송파구 토성로 64
388,송파1동 주민센터,02-2147-4300,서울특별시 송파구 백제고분로42길 5
389,송파2동 주민센터,02-2147-4330,서울특별시 송파구 송이로 32
390,석촌동 주민센터,02-2147-4360,서울특별시 송파구 백제고분로37길 16
391,삼전동 주민센터,02-2147-4390,서울특별시 송파구 백제고분로 236
392,가락1동 주민센터,02-2147-4450,서울특별시 송파구 송파대로 345
393,가락2동 주민센터,02-2147-4480,서울특별시 송파구 중대로20길 6
394,가락본동 주민센터,02-2147-4420,서울특별시 송파구 송파대로28길 39
395,문정1동 주민센터,02-2147-4510,서울특별시 송파구 동남로 116
396,문정2동 주민센터,02-2147-4540,서울특별시 송파구 중대로 16
397,장지동 주민센터,02-2147-4570,서울특별시 송파구 새말로19길 6
398,위례동 주민센터,02-2147-4950,서울특별시 송파구 위례광장로 163
399,방이1동 주민센터,02-2147-4180,서울특별시 송파구 위례성대로16길 22
400,방이2동 주민센터,02-2147-4210,서울특별시 송파구 백제고분로 495
401,오륜동 주민센터,02-2147-4240,서울특별시 송파구 양재대로 1232
402,오금동 주민센터,02-2147-4270,서울특별시 송파구 중대로25길 5
403,거여1동 주민센터,02-2147-4060,서울특별시 송파구 오금로53길 32
404,거여2동 주민센터,02-2147-4090,서울특별시 송파구 거마로2길 19
405,마천1동 주민센터,02-2147-4120,서울특별시 송파구 마천로 303
406,마천2동 주민센터,02-2147-4150,서울특별시 송파구 마천로 287
407,명일1동 주민센터,02-3425-7460,서울특별시 강동구 양재대로138길 37
408,명일2동 주민센터,02-3425-7490,서울특별시 강동구 상암로 260
409,고덕1동 주민센터,02-3425-7520,서울특별시 강동구 양재대로156길 123
410,고덕2동 주민센터,02-3425-7550,서울특별시 강동구 아리수로78길 43-12
411,상일동 주민센터,02-3425-7430,서울특별시 강동구 고덕로80길 111
412,길동 주민센터,02-3425-7850,서울특별시 강동구 명일로 229-1
413,둔촌1동 주민센터,02-3425-7880,서울특별시 강동구 양재대로84길 31
414,둔촌2동 주민센터,02-3425-7910,서울특별시 강동구 천호대로186길 7
415,암사1동 주민센터,02-3425-7580,서울특별시 강동구 올림픽로98가길 57
416,암사2동 주민센터,02-3425-7610,서울특별시 강동구 상암로3길 28
417,암사3동 주민센터,02-3425-7640,서울특별시 강동구 고덕로 137
418,성내1동 주민센터,02-3425-7760,서울특별시 강동구 성내로 13
419,성내2동 주민센터,02-3425-7790,서울특별시 강동구 풍성로37가길 62
420,성내3동 주민센터,02-3425-7820,서울특별시 강동구 강동대로53길 76
421,천호1동 주민센터,02-3425-7670,서울특별시 강동구 구천면로42길 59
422,천호2동 주민센터,02-3425-7700,서울특별시 강동구 올림픽로 698
423,천호3동 주민센터,02-3425-7730,서울특별시 강동구 진황도로23길 7
424,강일동 주민센터,02-3425-7400,서울특별시 강동구 아리수로93길 9-14
